trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
918,False,"{'a': 0.6, 'e': 0.6074101471828242}",20,0,-17.391732633932612,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
919,False,"{'a': 0.6, 'e': 0.6066154552208458}",25,0,-89.71400588714329,"{0: 16, 1: 0, 2: 7, 3: 2, 4: 0}",0
920,False,"{'a': 0.6, 'e': 0.6058201566434628}",25,13,4.039013646443476,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
921,False,"{'a': 0.6, 'e': 0.6050242522459737}",20,0,12.466421868180287,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
922,False,"{'a': 0.6, 'e': 0.6042277428242826}",20,0,-54.85357505104729,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",1
923,False,"{'a': 0.6, 'e': 0.6034306291748992}",20,7,-16.164211231911324,"{0: 10, 1: 1, 2: 1, 3: 1, 4: 0}",1
924,False,"{'a': 0.6, 'e': 0.6026329120949367}",25,0,-64.21738578136394,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
925,False,"{'a': 0.6, 'e': 0.6018345923821126}",25,8,-3.200120623280692,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
926,False,"{'a': 0.6, 'e': 0.6010356708347461}",35,20,-0.4994882907924054,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
927,False,"{'a': 0.6, 'e': 0.6002361482517589}",25,11,-38.94161447116682,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
928,False,"{'a': 0.6, 'e': 0.5994360254326734}",30,11,0.13506385058611126,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
929,False,"{'a': 0.6, 'e': 0.5986353031776124}",20,0,-53.56138943093611,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
930,False,"{'a': 0.6, 'e': 0.5978339822872982}",20,0,-59.29881843691126,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
931,False,"{'a': 0.6, 'e': 0.5970320635630515}",20,0,-3.3039613909923284,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
932,False,"{'a': 0.6, 'e': 0.596229547806791}",25,15,-29.057998933560878,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
933,False,"{'a': 0.6, 'e': 0.5954264358210324}",20,0,-53.7401009163119,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
934,False,"{'a': 0.6, 'e': 0.5946227284088875}",20,0,-55.17136316576206,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
935,False,"{'a': 0.6, 'e': 0.5938184263740639}",20,0,-64.92154469216919,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 2}",0
936,False,"{'a': 0.6, 'e': 0.5930135305208633}",20,0,-6.852111111087828,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
937,False,"{'a': 0.6, 'e': 0.5922080416541816}",20,12,-0.3405057964743978,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
938,False,"{'a': 0.6, 'e': 0.5914019605795077}",20,9,6.693897918702502,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
939,False,"{'a': 0.6, 'e': 0.5905952881029224}",30,14,-40.84959424103092,"{0: 10, 1: 1, 2: 5, 3: 0, 4: 0}",1
940,False,"{'a': 0.6, 'e': 0.5897880250310982}",30,0,-37.59355811165895,"{0: 23, 1: 3, 2: 2, 3: 2, 4: 0}",0
941,False,"{'a': 0.6, 'e': 0.5889801721712982}",25,0,-96.1190064658698,"{0: 20, 1: 0, 2: 2, 3: 1, 4: 2}",0
942,False,"{'a': 0.6, 'e': 0.588171730331375}",20,0,-56.078203218021805,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
943,False,"{'a': 0.6, 'e': 0.5873627003197706}",20,5,24.517470978342526,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
944,False,"{'a': 0.6, 'e': 0.5865530829455147}",20,0,-37.994699835013954,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
945,False,"{'a': 0.6, 'e': 0.5857428790182249}",20,13,-20.787539687381603,"{0: 4, 1: 0, 2: 3, 3: 0, 4: 0}",1
946,False,"{'a': 0.6, 'e': 0.5849320893481047}",20,8,-1.2603762141945012,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
947,False,"{'a': 0.6, 'e': 0.5841207147459441}",25,0,-71.92200187957611,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
948,False,"{'a': 0.6, 'e': 0.5833087560231173}",25,17,3.141317418413605,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
949,False,"{'a': 0.6, 'e': 0.582496213991583}",20,1,-52.12060120669645,"{0: 10, 1: 4, 2: 5, 3: 0, 4: 0}",1
950,False,"{'a': 0.6, 'e': 0.5816830894638835}",30,1,-53.08921849758508,"{0: 20, 1: 3, 2: 5, 3: 1, 4: 0}",1
951,False,"{'a': 0.6, 'e': 0.5808693832531429}",20,0,-60.239163586776876,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
952,False,"{'a': 0.6, 'e': 0.5800550961730674}",25,0,-39.326475304223806,"{0: 18, 1: 1, 2: 6, 3: 0, 4: 0}",0
953,False,"{'a': 0.6, 'e': 0.579240229037944}",25,0,-68.3052675124989,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
954,False,"{'a': 0.6, 'e': 0.57842478266264}",25,0,-71.61274310755162,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
955,False,"{'a': 0.6, 'e': 0.5776087578626015}",25,0,-5.845150149136329,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
956,False,"{'a': 0.6, 'e': 0.5767921554538531}",20,0,-76.0940173954094,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
957,False,"{'a': 0.6, 'e': 0.5759749762529975}",20,6,9.845915565811126,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
958,False,"{'a': 0.6, 'e': 0.5751572210772136}",30,1,-9.28081766766563,"{0: 24, 1: 1, 2: 4, 3: 0, 4: 0}",1
959,False,"{'a': 0.6, 'e': 0.5743388907442566}",20,4,-35.458618926432095,"{0: 11, 1: 1, 2: 3, 3: 1, 4: 0}",1
960,False,"{'a': 0.6, 'e': 0.5735199860724567}",20,15,1.8735472423541017,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
961,False,"{'a': 0.6, 'e': 0.5727005078807185}",20,0,-9.643959633659163,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
962,False,"{'a': 0.6, 'e': 0.5718804569885201}",20,14,13.482351506107099,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
963,False,"{'a': 0.6, 'e': 0.5710598342159123}",30,0,-12.77996105357071,"{0: 25, 1: 3, 2: 1, 3: 1, 4: 0}",0
964,False,"{'a': 0.6, 'e': 0.570238640383518}",20,5,23.233381174912566,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
965,False,"{'a': 0.6, 'e': 0.5694168763125309}",20,2,-46.85169765684462,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 1}",1
966,False,"{'a': 0.6, 'e': 0.5685945428247148}",25,0,-82.11129482482775,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
967,False,"{'a': 0.6, 'e': 0.5677716407424033}",25,0,-56.50005106684639,"{0: 19, 1: 4, 2: 0, 3: 1, 4: 1}",0
968,False,"{'a': 0.6, 'e': 0.5669481708884984}",20,0,-45.02236841899909,"{0: 15, 1: 1, 2: 2, 3: 2, 4: 0}",0
969,False,"{'a': 0.6, 'e': 0.5661241340864698}",30,16,-38.73347059241247,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
970,False,"{'a': 0.6, 'e': 0.5652995311603544}",25,0,-21.97429866431647,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 0}",0
971,False,"{'a': 0.6, 'e': 0.5644743629347548}",30,0,-57.68580600143306,"{0: 23, 1: 2, 2: 4, 3: 0, 4: 1}",0
972,False,"{'a': 0.6, 'e': 0.5636486302348394}",25,0,-61.5331316670261,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
973,False,"{'a': 0.6, 'e': 0.5628223338863407}",20,0,-31.490068789027383,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
974,False,"{'a': 0.6, 'e': 0.561995474715555}",30,20,20.619148332506853,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
975,False,"{'a': 0.6, 'e': 0.5611680535493414}",20,0,-81.02452318245149,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
976,False,"{'a': 0.6, 'e': 0.5603400712151211}",20,6,12.093165747202015,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
977,False,"{'a': 0.6, 'e': 0.5595115285408763}",25,0,-60.344468217560866,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
978,False,"{'a': 0.6, 'e': 0.5586824263551494}",20,0,-1.4445299495202222,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
979,False,"{'a': 0.6, 'e': 0.5578527654870429}",25,11,-83.84603335190788,"{0: 9, 1: 0, 2: 2, 3: 2, 4: 1}",1
980,False,"{'a': 0.6, 'e': 0.5570225467662173}",20,0,-149.7478091522333,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 3}",0
981,False,"{'a': 0.6, 'e': 0.5561917710228914}",25,3,-22.668811468385165,"{0: 17, 1: 2, 2: 2, 3: 1, 4: 0}",1
982,False,"{'a': 0.6, 'e': 0.5553604390878408}",25,10,-22.67840733758928,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 0}",1
983,False,"{'a': 0.6, 'e': 0.5545285517923974}",30,10,-22.855301933070173,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",1
984,False,"{'a': 0.6, 'e': 0.5536961099684484}",20,11,-17.608391798779557,"{0: 5, 1: 3, 2: 1, 3: 0, 4: 0}",1
985,False,"{'a': 0.6, 'e': 0.5528631144484356}",30,0,-58.01705279734889,"{0: 24, 1: 2, 2: 3, 3: 0, 4: 1}",0
986,False,"{'a': 0.6, 'e': 0.5520295660653544}",25,10,8.842950263332249,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
987,False,"{'a': 0.6, 'e': 0.5511954656527531}",20,8,-10.11320226917405,"{0: 10, 1: 1, 2: 0, 3: 1, 4: 0}",1
988,False,"{'a': 0.6, 'e': 0.5503608140447321}",30,6,-44.779325906231115,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 1}",1
989,False,"{'a': 0.6, 'e': 0.549525612075943}",20,13,2.0636152955576286,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
990,False,"{'a': 0.6, 'e': 0.5486898605815875}",30,4,-49.25542138556026,"{0: 18, 1: 2, 2: 5, 3: 1, 4: 0}",1
991,False,"{'a': 0.6, 'e': 0.5478535603974173}",25,0,-48.50666715917335,"{0: 21, 1: 2, 2: 0, 3: 1, 4: 1}",0
992,False,"{'a': 0.6, 'e': 0.5470167123597323}",30,0,-144.6650413646169,"{0: 17, 1: 5, 2: 6, 3: 0, 4: 2}",0
993,False,"{'a': 0.6, 'e': 0.5461793173053804}",20,0,-19.29670823484849,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
994,False,"{'a': 0.6, 'e': 0.5453413760717568}",25,10,-56.83549573100754,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 1}",1
995,False,"{'a': 0.6, 'e': 0.5445028894968026}",25,0,-162.11318582094248,"{0: 17, 1: 2, 2: 2, 3: 0, 4: 4}",0
996,False,"{'a': 0.6, 'e': 0.5436638584190042}",20,9,-18.119706878780068,"{0: 7, 1: 2, 2: 2, 3: 0, 4: 0}",1
997,False,"{'a': 0.6, 'e': 0.5428242836773928}",30,0,-53.97297895909821,"{0: 25, 1: 1, 2: 2, 3: 1, 4: 1}",0
998,False,"{'a': 0.6, 'e': 0.5419841661115429}",25,10,7.01986557735194,"{0: 12, 1: 3, 2: 0, 3: 0, 4: 0}",1
999,False,"{'a': 0.6, 'e': 0.5411435065615721}",20,0,11.034103304725186,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
1000,False,"{'a': 0.6, 'e': 0.5403023058681397}",25,0,-34.942566717138725,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
1001,False,"{'a': 0.6, 'e': 0.5394605648724464}",30,0,-65.5769858098985,"{0: 24, 1: 2, 2: 2, 3: 1, 4: 1}",0
1002,False,"{'a': 0.6, 'e': 0.5386182844162335}",20,0,-20.65955475953335,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
1003,False,"{'a': 0.6, 'e': 0.5377754653417808}",25,5,3.999354385577145,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
1004,False,"{'a': 0.6, 'e': 0.5369321084919078}",20,0,-11.132052518311594,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
1005,False,"{'a': 0.6, 'e': 0.5360882147099707}",20,0,-38.458358540303294,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
1006,False,"{'a': 0.6, 'e': 0.5352437848398639}",20,0,-44.47603738903148,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
1007,False,"{'a': 0.6, 'e': 0.5343988197260167}",30,4,-56.968926212437985,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 1}",1
1008,False,"{'a': 0.6, 'e': 0.5335533202133944}",25,18,-7.52848371042605,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
1009,False,"{'a': 0.6, 'e': 0.5327072871474963}",30,0,-99.49912549025065,"{0: 22, 1: 2, 2: 4, 3: 0, 4: 2}",0
1010,False,"{'a': 0.6, 'e': 0.5318607213743555}",20,11,-50.88101340845656,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 1}",1
1011,False,"{'a': 0.6, 'e': 0.5310136237405374}",30,0,-36.51010894794337,"{0: 23, 1: 1, 2: 6, 3: 0, 4: 0}",0
1012,False,"{'a': 0.6, 'e': 0.5301659950931401}",20,0,-43.1506819540554,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
1013,False,"{'a': 0.6, 'e': 0.5293178362797918}",25,12,7.660122458695525,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1014,False,"{'a': 0.6, 'e': 0.5284691481486513}",25,3,-97.10531678171388,"{0: 14, 1: 0, 2: 4, 3: 4, 4: 0}",1
1015,False,"{'a': 0.6, 'e': 0.5276199315484067}",20,5,-5.06842842658488,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
1016,False,"{'a': 0.6, 'e': 0.5267701873282746}",20,0,-82.29247563831711,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
1017,False,"{'a': 0.6, 'e': 0.525919916337999}",20,8,-33.51455490015069,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
1018,False,"{'a': 0.6, 'e': 0.5250691194278508}",25,0,-116.26523556525008,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 2}",0
1019,False,"{'a': 0.6, 'e': 0.524217797448627}",30,0,16.44093748304167,"{0: 27, 1: 1, 2: 2, 3: 0, 4: 0}",0
1020,False,"{'a': 0.6, 'e': 0.5233659512516495}",25,2,-33.1074938421038,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 0}",1
1021,False,"{'a': 0.6, 'e': 0.5225135816887643}",20,0,14.381932776459104,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1022,False,"{'a': 0.6, 'e': 0.521660689612341}",25,2,-109.8929902015217,"{0: 16, 1: 1, 2: 3, 3: 1, 4: 2}",1
1023,False,"{'a': 0.6, 'e': 0.5208072758752714}",25,0,-32.06437769545224,"{0: 20, 1: 0, 2: 4, 3: 1, 4: 0}",0
1024,False,"{'a': 0.6, 'e': 0.5199533413309696}",25,8,-4.753875320304383,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
1025,False,"{'a': 0.6, 'e': 0.5190988868333698}",20,0,23.516966082155715,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1026,False,"{'a': 0.6, 'e': 0.5182439132369261}",25,0,-149.07599642937723,"{0: 14, 1: 2, 2: 6, 3: 1, 4: 2}",0
1027,False,"{'a': 0.6, 'e': 0.5173884213966127}",20,15,8.148316657500894,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1028,False,"{'a': 0.6, 'e': 0.5165324121679207}",20,3,-34.310452568863106,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
1029,False,"{'a': 0.6, 'e': 0.5156758864068598}",20,0,-6.706549833243626,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
1030,False,"{'a': 0.6, 'e': 0.5148188449699553}",30,13,-18.30222891607621,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
1031,False,"{'a': 0.6, 'e': 0.513961288714249}",20,10,-1.3550247336112031,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
1032,False,"{'a': 0.6, 'e': 0.5131032184972965}",20,6,-23.569785040611357,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
1033,False,"{'a': 0.6, 'e': 0.5122446351771685}",25,17,-8.36809408096578,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
1034,False,"{'a': 0.6, 'e': 0.5113855396124478}",20,8,2.0457153327043605,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
1035,False,"{'a': 0.6, 'e': 0.5105259326622302}",25,6,-54.89427898827366,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 0}",1
1036,False,"{'a': 0.6, 'e': 0.5096658151861225}",25,0,-24.273118889356464,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
1037,False,"{'a': 0.6, 'e': 0.5088051880442421}",20,11,-38.918253465252,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
1038,False,"{'a': 0.6, 'e': 0.507944052097216}",30,0,-54.62054257471135,"{0: 24, 1: 1, 2: 4, 3: 0, 4: 1}",0
1039,False,"{'a': 0.6, 'e': 0.5070824082061802}",20,0,-12.884770584078943,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
1040,False,"{'a': 0.6, 'e': 0.5062202572327784}",20,10,-24.453539568459217,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
1041,False,"{'a': 0.6, 'e': 0.5053576000391616}",25,0,-50.78803582796304,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
1042,False,"{'a': 0.6, 'e': 0.5044944374879867}",25,3,15.602639222403951,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
1043,False,"{'a': 0.6, 'e': 0.5036307704424167}",30,0,14.222191240083195,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
1044,False,"{'a': 0.6, 'e': 0.5027665997661179}",30,8,11.2851509023027,"{0: 19, 1: 2, 2: 1, 3: 0, 4: 0}",1
1045,False,"{'a': 0.6, 'e': 0.5019019263232615}",25,0,27.564555220105454,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",1
1046,False,"{'a': 0.6, 'e': 0.5010367509785203}",30,19,-4.234577342709182,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
1047,False,"{'a': 0.6, 'e': 0.5001710745970701}",20,7,19.625377225567565,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1048,False,"{'a': 0.6, 'e': 0.49930489804458683}",20,0,-94.48267250158781,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",1
1049,False,"{'a': 0.6, 'e': 0.4984382221872473}",30,0,-73.00419604037272,"{0: 25, 1: 1, 2: 2, 3: 0, 4: 2}",0
1050,False,"{'a': 0.6, 'e': 0.49757104789172696}",25,5,-27.647127516928432,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",1
1051,False,"{'a': 0.6, 'e': 0.49670337602520037}",25,18,15.131702644795418,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1052,False,"{'a': 0.6, 'e': 0.49583520745533893}",30,3,-117.50026026684247,"{0: 21, 1: 0, 2: 1, 3: 3, 4: 2}",1
1053,False,"{'a': 0.6, 'e': 0.4949665430503115}",25,13,-13.765124229373816,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
1054,False,"{'a': 0.6, 'e': 0.4940973836787822}",30,3,-82.75022161754404,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 2}",1
1055,False,"{'a': 0.6, 'e': 0.4932277302099105}",20,0,-34.384665150181,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
1056,False,"{'a': 0.6, 'e': 0.4923575835133495}",25,12,-29.54088715256234,"{0: 9, 1: 1, 2: 2, 3: 1, 4: 0}",1
1057,False,"{'a': 0.6, 'e': 0.49148694445924623}",30,12,-73.06809063310287,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 1}",1
1058,False,"{'a': 0.6, 'e': 0.4906158139182393}",20,3,-13.46654975084731,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
1059,False,"{'a': 0.6, 'e': 0.4897441927614595}",30,11,-49.63039293351529,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 1}",1
1060,False,"{'a': 0.6, 'e': 0.4888720818605275}",20,0,14.538471422410835,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1061,False,"{'a': 0.6, 'e': 0.4879994820875546}",35,0,-117.442005497672,"{0: 28, 1: 1, 2: 3, 3: 0, 4: 3}",0
1062,False,"{'a': 0.6, 'e': 0.48712639431514015}",35,0,-84.41620965058686,"{0: 26, 1: 2, 2: 5, 3: 1, 4: 1}",0
1063,False,"{'a': 0.6, 'e': 0.4862528194163721}",20,1,-65.29405187612765,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 2}",1
1064,False,"{'a': 0.6, 'e': 0.485378758264825}",20,0,2.818929242245222,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
1065,False,"{'a': 0.6, 'e': 0.48450421173456026}",25,10,14.629585424649981,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1066,False,"{'a': 0.6, 'e': 0.483629180700124}",35,14,-3.8444916426492153,"{0: 17, 1: 1, 2: 3, 3: 0, 4: 0}",1
1067,False,"{'a': 0.6, 'e': 0.4827536660365475}",25,8,-33.51677501926811,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 1}",1
1068,False,"{'a': 0.6, 'e': 0.481877668619345}",30,12,-84.10754076747924,"{0: 12, 1: 0, 2: 3, 3: 2, 4: 1}",1
1069,False,"{'a': 0.6, 'e': 0.48100118932451424}",20,2,-68.28295510336368,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 1}",1
1070,False,"{'a': 0.6, 'e': 0.4801242290285341}",20,0,-85.0778907942908,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
1071,False,"{'a': 0.6, 'e': 0.47924678860836506}",20,13,14.129008483024913,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1072,False,"{'a': 0.6, 'e': 0.47836886894144715}",20,0,-30.75928313440217,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
1073,False,"{'a': 0.6, 'e': 0.4774904709057004}",20,0,-42.11350918348565,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
1074,False,"{'a': 0.6, 'e': 0.47661159537952236}",30,7,-92.507091683046,"{0: 17, 1: 1, 2: 2, 3: 1, 4: 2}",1
1075,False,"{'a': 0.6, 'e': 0.4757322432417888}",20,9,0.10739172457868529,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
1076,False,"{'a': 0.6, 'e': 0.47485241537185147}",25,2,-22.73070596621809,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 1}",1
1077,False,"{'a': 0.6, 'e': 0.4739721126495385}",20,1,3.9246751744217026,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
1078,False,"{'a': 0.6, 'e': 0.47309133595515224}",20,0,-76.8082876926605,"{0: 15, 1: 3, 2: 0, 3: 0, 4: 2}",0
1079,False,"{'a': 0.6, 'e': 0.4722100861694696}",20,6,5.183634300593188,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
1080,False,"{'a': 0.6, 'e': 0.47132836417373997}",20,0,-4.140321204775147,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
1081,False,"{'a': 0.6, 'e': 0.47044617084968565}",25,9,-6.30838654523298,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
1082,False,"{'a': 0.6, 'e': 0.46956350707949945}",30,0,-72.32887606515649,"{0: 24, 1: 2, 2: 2, 3: 0, 4: 2}",0
1083,False,"{'a': 0.6, 'e': 0.4686803737458455}",20,7,-1.1302007813649781,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
1084,False,"{'a': 0.6, 'e': 0.4677967717318567}",35,21,5.81866178479453,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
1085,False,"{'a': 0.6, 'e': 0.4669127019211353}",25,0,-42.30550968403983,"{0: 18, 1: 4, 2: 1, 3: 2, 4: 0}",0
1086,False,"{'a': 0.6, 'e': 0.46602816519775075}",35,20,-39.337421199010954,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 1}",1
1087,False,"{'a': 0.6, 'e': 0.46514316244624}",25,16,-27.305982894227522,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
1088,False,"{'a': 0.6, 'e': 0.46425769455160537}",20,4,-25.54902484963052,"{0: 12, 1: 1, 2: 2, 3: 1, 4: 0}",1
1089,False,"{'a': 0.6, 'e': 0.4633717623993151}",20,0,-52.645545323207145,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
1090,False,"{'a': 0.6, 'e': 0.4624853668753008}",20,6,-72.99654250393075,"{0: 8, 1: 1, 2: 4, 3: 0, 4: 1}",1
1091,False,"{'a': 0.6, 'e': 0.4615985088659584}",25,15,22.877547588651005,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1092,False,"{'a': 0.6, 'e': 0.46071118925814536}",20,1,-62.749728534492775,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 1}",1
1093,False,"{'a': 0.6, 'e': 0.4598234089391817}",35,15,-74.09036697164339,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",1
1094,False,"{'a': 0.6, 'e': 0.4589351687968472}",20,0,-68.32689103130093,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
1095,False,"{'a': 0.6, 'e': 0.45804646971938234}",20,6,3.0391756279041573,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1096,False,"{'a': 0.6, 'e': 0.45715731259548575}",20,0,12.369166938455953,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
1097,False,"{'a': 0.6, 'e': 0.45626769831431485}",25,0,4.30864676589227,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
1098,False,"{'a': 0.6, 'e': 0.45537762776548346}",30,0,-10.884585813008758,"{0: 26, 1: 1, 2: 2, 3: 1, 4: 0}",0
1099,False,"{'a': 0.6, 'e': 0.4544871018390625}",20,0,-108.01015238050807,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",1
1100,False,"{'a': 0.6, 'e': 0.4535961214255773}",20,12,-28.096740495881598,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
