trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
550,False,"{'a': 0.6, 'e': 0.8525245220595057}",20,0,-46.679347718292306,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",1
551,False,"{'a': 0.6, 'e': 0.852001408655464}",20,0,-117.62786717001889,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
552,False,"{'a': 0.6, 'e': 0.8514774432500848}",20,0,-41.54092932983744,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
553,False,"{'a': 0.6, 'e': 0.8509526263673333}",25,0,-122.75167992101615,"{0: 14, 1: 3, 2: 6, 3: 1, 4: 1}",0
554,False,"{'a': 0.6, 'e': 0.8504269585320262}",25,0,-85.4105442895958,"{0: 15, 1: 3, 2: 5, 3: 2, 4: 0}",0
555,False,"{'a': 0.6, 'e': 0.8499004402698315}",20,0,-77.75953787222338,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
556,False,"{'a': 0.6, 'e': 0.8493730721072673}",20,0,-114.11093431400018,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
557,False,"{'a': 0.6, 'e': 0.8488448545717019}",25,0,-65.15242198978055,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
558,False,"{'a': 0.6, 'e': 0.8483157881913526}",35,19,-81.01645338548794,"{0: 10, 1: 1, 2: 3, 3: 1, 4: 1}",1
559,False,"{'a': 0.6, 'e': 0.8477858734952858}",30,8,-94.74430568973757,"{0: 12, 1: 2, 2: 7, 3: 0, 4: 1}",1
560,False,"{'a': 0.6, 'e': 0.8472551110134161}",20,0,-117.68897321037451,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
561,False,"{'a': 0.6, 'e': 0.846723501276506}",20,15,1.754986385605026,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
562,False,"{'a': 0.6, 'e': 0.8461910448161652}",25,0,-183.36002868138058,"{0: 14, 1: 1, 2: 7, 3: 0, 4: 3}",0
563,False,"{'a': 0.6, 'e': 0.8456577421648502}",25,0,-74.02224820209918,"{0: 16, 1: 2, 2: 6, 3: 1, 4: 0}",0
564,False,"{'a': 0.6, 'e': 0.8451235938558634}",20,0,-85.20976989823217,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
565,False,"{'a': 0.6, 'e': 0.8445886004233532}",20,2,-145.41975224548017,"{0: 11, 1: 0, 2: 4, 3: 0, 4: 3}",1
566,False,"{'a': 0.6, 'e': 0.844052762402313}",25,0,-125.31823941456811,"{0: 15, 1: 3, 2: 3, 3: 3, 4: 1}",0
567,False,"{'a': 0.6, 'e': 0.8435160803285807}",25,0,-142.33391615901718,"{0: 14, 1: 2, 2: 5, 3: 3, 4: 1}",0
568,False,"{'a': 0.6, 'e': 0.8429785547388383}",25,0,-178.88364296175646,"{0: 12, 1: 1, 2: 9, 3: 1, 4: 2}",0
569,False,"{'a': 0.6, 'e': 0.8424401861706114}",25,0,-53.87213321428702,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
570,False,"{'a': 0.6, 'e': 0.8419009751622687}",20,0,-85.5437293876935,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 2}",0
571,False,"{'a': 0.6, 'e': 0.841360922253021}",20,0,-111.80902355244618,"{0: 11, 1: 2, 2: 4, 3: 2, 4: 1}",0
572,False,"{'a': 0.6, 'e': 0.840820027982921}",20,0,-129.45970350646084,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
573,False,"{'a': 0.6, 'e': 0.8402782928928632}",25,4,-161.69198415981404,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 4}",1
574,False,"{'a': 0.6, 'e': 0.8397357175245824}",20,0,-35.595391274281546,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
575,False,"{'a': 0.6, 'e': 0.8391923024206541}",25,0,-81.80202697240408,"{0: 16, 1: 3, 2: 3, 3: 3, 4: 0}",0
576,False,"{'a': 0.6, 'e': 0.8386480481244933}",20,0,-76.50627723076752,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
577,False,"{'a': 0.6, 'e': 0.8381029551803544}",20,0,-39.84309265392785,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
578,False,"{'a': 0.6, 'e': 0.8375570241333301}",20,0,-76.77648654822904,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
579,False,"{'a': 0.6, 'e': 0.8370102555293514}",35,0,-79.9789072152375,"{0: 25, 1: 3, 2: 5, 3: 2, 4: 0}",0
580,False,"{'a': 0.6, 'e': 0.8364626499151869}",30,0,-165.05481111043642,"{0: 19, 1: 2, 2: 6, 3: 0, 4: 3}",0
581,False,"{'a': 0.6, 'e': 0.8359142078384423}",25,0,-96.28465302203587,"{0: 15, 1: 3, 2: 6, 3: 0, 4: 1}",0
582,False,"{'a': 0.6, 'e': 0.8353649298475595}",20,0,-72.06303444983573,"{0: 12, 1: 2, 2: 4, 3: 2, 4: 0}",0
583,False,"{'a': 0.6, 'e': 0.8348148164918164}",25,8,-87.25607988652347,"{0: 12, 1: 0, 2: 1, 3: 3, 4: 1}",1
584,False,"{'a': 0.6, 'e': 0.8342638683213264}",20,0,-67.00106368928492,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
585,False,"{'a': 0.6, 'e': 0.8337120858870376}",20,0,-110.25438711782884,"{0: 11, 1: 2, 2: 4, 3: 2, 4: 1}",0
586,False,"{'a': 0.6, 'e': 0.8331594697407324}",30,0,-96.62299510174219,"{0: 20, 1: 3, 2: 5, 3: 1, 4: 1}",0
587,False,"{'a': 0.6, 'e': 0.8326060204350269}",20,0,3.098666392935608,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
588,False,"{'a': 0.6, 'e': 0.8320517385233703}",20,10,-8.412337992311414,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
589,False,"{'a': 0.6, 'e': 0.8314966245600446}",25,0,-132.6374055184909,"{0: 14, 1: 4, 2: 5, 3: 0, 4: 2}",0
590,False,"{'a': 0.6, 'e': 0.8309406791001636}",25,0,-156.03528266528866,"{0: 13, 1: 4, 2: 5, 3: 1, 4: 2}",0
591,False,"{'a': 0.6, 'e': 0.8303839026996727}",30,0,-17.428210956549602,"{0: 25, 1: 0, 2: 5, 3: 0, 4: 0}",0
592,False,"{'a': 0.6, 'e': 0.8298262959153483}",20,0,-36.80304012419926,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
593,False,"{'a': 0.6, 'e': 0.8292678593047971}",25,4,-13.43934798788998,"{0: 17, 1: 2, 2: 1, 3: 1, 4: 0}",1
594,False,"{'a': 0.6, 'e': 0.8287085934264558}",35,17,-46.32018030701657,"{0: 11, 1: 1, 2: 6, 3: 0, 4: 0}",1
595,False,"{'a': 0.6, 'e': 0.8281484988395901}",20,11,-89.36719250480748,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 2}",1
596,False,"{'a': 0.6, 'e': 0.8275875761042946}",25,7,-21.74607915340865,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 0}",1
597,False,"{'a': 0.6, 'e': 0.8270258257814919}",20,12,-3.5554223532629035,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
598,False,"{'a': 0.6, 'e': 0.8264632484329323}",20,0,-146.86195175704438,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 3}",0
599,False,"{'a': 0.6, 'e': 0.8258998446211931}",20,0,-123.06703767176617,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
600,False,"{'a': 0.6, 'e': 0.8253356149096783}",25,0,-171.77541690966683,"{0: 11, 1: 4, 2: 7, 3: 1, 4: 2}",0
601,False,"{'a': 0.6, 'e': 0.8247705598626173}",20,13,1.0561493294957596,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
602,False,"{'a': 0.6, 'e': 0.8242046800450651}",30,0,-165.89825958801944,"{0: 18, 1: 3, 2: 6, 3: 0, 4: 3}",0
603,False,"{'a': 0.6, 'e': 0.8236379760229016}",20,0,-60.05274416511698,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
604,False,"{'a': 0.6, 'e': 0.8230704483628307}",25,8,-74.61655422304813,"{0: 9, 1: 2, 2: 4, 3: 2, 4: 0}",1
605,False,"{'a': 0.6, 'e': 0.82250209763238}",35,0,-168.78704115588133,"{0: 24, 1: 2, 2: 5, 3: 1, 4: 3}",0
606,False,"{'a': 0.6, 'e': 0.8219329243999002}",20,0,-49.295582311506536,"{0: 16, 1: 2, 2: 0, 3: 1, 4: 1}",0
607,False,"{'a': 0.6, 'e': 0.8213629292345646}",25,0,-109.93293630614318,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
608,False,"{'a': 0.6, 'e': 0.8207921127063681}",30,3,-40.59828014368474,"{0: 23, 1: 1, 2: 2, 3: 0, 4: 1}",1
609,False,"{'a': 0.6, 'e': 0.8202204753861273}",20,0,-113.00630406909123,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
610,False,"{'a': 0.6, 'e': 0.8196480178454795}",25,0,-68.41723306610776,"{0: 20, 1: 1, 2: 1, 3: 2, 4: 1}",0
611,False,"{'a': 0.6, 'e': 0.8190747406568822}",20,0,-75.64979850801959,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
612,False,"{'a': 0.6, 'e': 0.8185006443936125}",25,0,-96.06794305263267,"{0: 15, 1: 4, 2: 4, 3: 1, 4: 1}",0
613,False,"{'a': 0.6, 'e': 0.8179257296297665}",20,0,-114.7612893337093,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
614,False,"{'a': 0.6, 'e': 0.8173499969402591}",30,10,-10.373105766065311,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",1
615,False,"{'a': 0.6, 'e': 0.8167734469008229}",30,0,-111.27996172387563,"{0: 19, 1: 3, 2: 6, 3: 1, 4: 1}",0
616,False,"{'a': 0.6, 'e': 0.8161960800880078}",30,0,-80.90219628106604,"{0: 20, 1: 3, 2: 5, 3: 2, 4: 0}",0
617,False,"{'a': 0.6, 'e': 0.8156178970791806}",20,0,-47.8174983615919,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
618,False,"{'a': 0.6, 'e': 0.8150388984525244}",30,0,-89.19777294466995,"{0: 22, 1: 4, 2: 2, 3: 0, 4: 2}",0
619,False,"{'a': 0.6, 'e': 0.8144590847870377}",20,0,-76.03548718422617,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
620,False,"{'a': 0.6, 'e': 0.8138784566625339}",20,0,-44.48967360234868,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",1
621,False,"{'a': 0.6, 'e': 0.8132970146596414}",20,0,-71.97263943082355,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 1}",0
622,False,"{'a': 0.6, 'e': 0.812714759359802}",20,1,-34.233796362968874,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 0}",1
623,False,"{'a': 0.6, 'e': 0.812131691345271}",25,0,-69.2590339658993,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
624,False,"{'a': 0.6, 'e': 0.8115478111991162}",20,0,-109.47189508614164,"{0: 11, 1: 5, 2: 2, 3: 0, 4: 2}",0
625,False,"{'a': 0.6, 'e': 0.8109631195052179}",25,11,-67.3100847426017,"{0: 9, 1: 0, 2: 4, 3: 0, 4: 1}",1
626,False,"{'a': 0.6, 'e': 0.8103776168482677}",20,0,-89.76775838556344,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",1
627,False,"{'a': 0.6, 'e': 0.8097913038137682}",20,0,-57.90831734461392,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
628,False,"{'a': 0.6, 'e': 0.8092041809880323}",20,0,-81.86871483779876,"{0: 12, 1: 2, 2: 4, 3: 2, 4: 0}",0
629,False,"{'a': 0.6, 'e': 0.8086162489581828}",20,0,-128.62052893522952,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 3}",1
630,False,"{'a': 0.6, 'e': 0.8080275083121519}",30,12,-46.49049011062406,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 0}",1
631,False,"{'a': 0.6, 'e': 0.8074379596386799}",20,0,-22.44103532767018,"{0: 17, 1: 1, 2: 0, 3: 2, 4: 0}",0
632,False,"{'a': 0.6, 'e': 0.8068476035273155}",30,0,-172.0146303305125,"{0: 15, 1: 9, 2: 3, 3: 0, 4: 3}",0
633,False,"{'a': 0.6, 'e': 0.806256440568415}",25,15,9.352907922463606,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
634,False,"{'a': 0.6, 'e': 0.805664471353141}",35,0,-126.84214189876596,"{0: 27, 1: 1, 2: 3, 3: 2, 4: 2}",0
635,False,"{'a': 0.6, 'e': 0.8050716964734628}",30,0,-130.669529557982,"{0: 16, 1: 5, 2: 7, 3: 1, 4: 1}",0
636,False,"{'a': 0.6, 'e': 0.8044781165221552}",20,0,-63.687938944767055,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
637,False,"{'a': 0.6, 'e': 0.8038837320927981}",20,1,-62.988040115237816,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 1}",1
638,False,"{'a': 0.6, 'e': 0.8032885437797759}",25,0,-82.53385956843005,"{0: 15, 1: 2, 2: 7, 3: 1, 4: 0}",0
639,False,"{'a': 0.6, 'e': 0.802692552178277}",25,0,-128.65101914952757,"{0: 16, 1: 3, 2: 3, 3: 1, 4: 2}",0
640,False,"{'a': 0.6, 'e': 0.8020957578842927}",25,0,-103.19860867757522,"{0: 13, 1: 4, 2: 6, 3: 2, 4: 0}",0
641,False,"{'a': 0.6, 'e': 0.8014981614946173}",30,4,-105.63013472863555,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 2}",1
642,False,"{'a': 0.6, 'e': 0.8008997636068472}",25,0,-127.07611841208731,"{0: 14, 1: 6, 2: 2, 3: 1, 4: 2}",0
643,False,"{'a': 0.6, 'e': 0.8003005648193803}",20,0,-49.41861727631142,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
644,False,"{'a': 0.6, 'e': 0.7997005657314152}",30,0,-175.37640399297823,"{0: 20, 1: 2, 2: 3, 3: 2, 4: 3}",0
645,False,"{'a': 0.6, 'e': 0.7990997669429512}",25,8,-38.12573798158466,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
646,False,"{'a': 0.6, 'e': 0.7984981690547867}",20,11,-8.18560724424613,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
647,False,"{'a': 0.6, 'e': 0.7978957726685196}",20,3,-90.64954883252243,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 2}",1
648,False,"{'a': 0.6, 'e': 0.7972925783865464}",25,0,-108.84143317021636,"{0: 17, 1: 0, 2: 5, 3: 2, 4: 1}",0
649,False,"{'a': 0.6, 'e': 0.7966885868120613}",20,0,-0.8500073617251681,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
650,False,"{'a': 0.6, 'e': 0.7960837985490558}",20,0,-17.054327327274684,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
651,False,"{'a': 0.6, 'e': 0.795478214202318}",30,0,7.279654175912063,"{0: 27, 1: 0, 2: 3, 3: 0, 4: 0}",0
652,False,"{'a': 0.6, 'e': 0.7948718343774324}",25,0,-69.66105474464314,"{0: 17, 1: 3, 2: 3, 3: 2, 4: 0}",0
653,False,"{'a': 0.6, 'e': 0.7942646596807786}",30,0,-80.51380660084551,"{0: 25, 1: 1, 2: 1, 3: 1, 4: 2}",0
654,False,"{'a': 0.6, 'e': 0.7936566907195313}",25,0,-251.5530109512395,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 6}",0
655,False,"{'a': 0.6, 'e': 0.7930479281016595}",20,0,-80.39534251328823,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
656,False,"{'a': 0.6, 'e': 0.7924383724359255}",20,0,-200.26593223821135,"{0: 9, 1: 0, 2: 7, 3: 1, 4: 3}",0
657,False,"{'a': 0.6, 'e': 0.7918280243318853}",25,12,-57.47571299884747,"{0: 9, 1: 2, 2: 0, 3: 1, 4: 1}",1
658,False,"{'a': 0.6, 'e': 0.7912168843998867}",25,0,-130.83147453815243,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",0
659,False,"{'a': 0.6, 'e': 0.7906049532510695}",20,0,-3.347269798900382,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
660,False,"{'a': 0.6, 'e': 0.7899922314973651}",30,0,-110.71518143078255,"{0: 19, 1: 2, 2: 5, 3: 4, 4: 0}",0
661,False,"{'a': 0.6, 'e': 0.789378719751495}",20,0,-120.98844850380738,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 3}",0
662,False,"{'a': 0.6, 'e': 0.7887644186269709}",25,7,-30.85498353225627,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 0}",1
663,False,"{'a': 0.6, 'e': 0.7881493287380938}",20,0,-81.634188126076,"{0: 12, 1: 0, 2: 6, 3: 2, 4: 0}",0
664,False,"{'a': 0.6, 'e': 0.7875334506999537}",25,0,-163.5830375352086,"{0: 12, 1: 1, 2: 9, 3: 2, 4: 1}",0
665,False,"{'a': 0.6, 'e': 0.7869167851284287}",35,3,-117.11034075671463,"{0: 22, 1: 2, 2: 6, 3: 0, 4: 2}",1
666,False,"{'a': 0.6, 'e': 0.786299332640184}",25,0,-142.39699335904388,"{0: 14, 1: 4, 2: 4, 3: 1, 4: 2}",0
667,False,"{'a': 0.6, 'e': 0.7856810938526722}",30,18,2.2319100254989204,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
668,False,"{'a': 0.6, 'e': 0.785062069384132}",30,0,-152.1589324417514,"{0: 18, 1: 4, 2: 5, 3: 1, 4: 2}",0
669,False,"{'a': 0.6, 'e': 0.7844422598535878}",25,0,-87.50240985333845,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
670,False,"{'a': 0.6, 'e': 0.7838216658808492}",25,0,-101.95366933562264,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
671,False,"{'a': 0.6, 'e': 0.7832002880865101}",20,0,-51.93350447342044,"{0: 15, 1: 0, 2: 3, 3: 2, 4: 0}",0
672,False,"{'a': 0.6, 'e': 0.7825781270919481}",25,0,-150.39605347810337,"{0: 15, 1: 3, 2: 4, 3: 0, 4: 3}",0
673,False,"{'a': 0.6, 'e': 0.7819551835193241}",20,2,-8.602919115987397,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 0}",1
674,False,"{'a': 0.6, 'e': 0.781331457991582}",25,0,-107.29339114314436,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
675,False,"{'a': 0.6, 'e': 0.7807069511324468}",20,0,-68.164433848987,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
676,False,"{'a': 0.6, 'e': 0.7800816635664256}",20,0,-196.51330875462037,"{0: 11, 1: 2, 2: 2, 3: 1, 4: 4}",0
677,False,"{'a': 0.6, 'e': 0.7794555959188059}",20,16,8.280487135904465,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
678,False,"{'a': 0.6, 'e': 0.7788287488156552}",20,0,-61.18758782820619,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
679,False,"{'a': 0.6, 'e': 0.7782011228838206}",20,13,-12.338880419328921,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
680,False,"{'a': 0.6, 'e': 0.7775727187509279}",25,14,-33.4254840489169,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
681,False,"{'a': 0.6, 'e': 0.7769435370453813}",30,11,-35.290880131396285,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 0}",1
682,False,"{'a': 0.6, 'e': 0.7763135783963624}",25,0,-114.51000696238854,"{0: 17, 1: 3, 2: 2, 3: 1, 4: 2}",0
683,False,"{'a': 0.6, 'e': 0.7756828434338298}",20,0,-29.928930505359276,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
684,False,"{'a': 0.6, 'e': 0.7750513327885183}",30,0,-72.54382484683417,"{0: 22, 1: 3, 2: 3, 3: 1, 4: 1}",0
685,False,"{'a': 0.6, 'e': 0.7744190470919388}",25,0,-74.90352574915269,"{0: 20, 1: 2, 2: 1, 3: 0, 4: 2}",0
686,False,"{'a': 0.6, 'e': 0.7737859869763766}",30,22,0.24164277005532653,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
687,False,"{'a': 0.6, 'e': 0.7731521530748919}",35,15,-83.3416434293348,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",1
688,False,"{'a': 0.6, 'e': 0.7725175460213186}",20,3,-10.314977090250494,"{0: 14, 1: 2, 2: 0, 3: 1, 4: 0}",1
689,False,"{'a': 0.6, 'e': 0.7718821664502636}",20,0,-86.68390587956314,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
690,False,"{'a': 0.6, 'e': 0.7712460149971065}",25,0,-59.09851808864256,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
691,False,"{'a': 0.6, 'e': 0.7706090922979988}",20,6,10.487305031567075,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
692,False,"{'a': 0.6, 'e': 0.7699713989898629}",30,0,-97.32418454784026,"{0: 20, 1: 1, 2: 8, 3: 0, 4: 1}",0
693,False,"{'a': 0.6, 'e': 0.7693329357103922}",20,2,-110.67161789107597,"{0: 10, 1: 1, 2: 4, 3: 2, 4: 1}",1
694,False,"{'a': 0.6, 'e': 0.7686937030980499}",25,0,-90.53752585784646,"{0: 17, 1: 0, 2: 5, 3: 3, 4: 0}",0
695,False,"{'a': 0.6, 'e': 0.7680537017920684}",30,0,-74.31365229722684,"{0: 23, 1: 1, 2: 4, 3: 1, 4: 1}",0
696,False,"{'a': 0.6, 'e': 0.7674129324324493}",25,5,-2.351507477302115,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",1
697,False,"{'a': 0.6, 'e': 0.7667713956599618}",25,18,4.0865681239830565,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
698,False,"{'a': 0.6, 'e': 0.7661290921161423}",35,5,-81.69753376109523,"{0: 22, 1: 2, 2: 4, 3: 1, 4: 1}",1
699,False,"{'a': 0.6, 'e': 0.7654860224432947}",25,3,-34.79591093292405,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 1}",1
700,False,"{'a': 0.6, 'e': 0.7648421872844884}",30,0,-164.1299446746995,"{0: 17, 1: 2, 2: 8, 3: 1, 4: 2}",0
701,False,"{'a': 0.6, 'e': 0.7641975872835586}",30,13,-16.337190913483102,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
702,False,"{'a': 0.6, 'e': 0.7635522230851051}",20,6,-29.563072438338267,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
703,False,"{'a': 0.6, 'e': 0.7629060953344922}",20,0,-24.208821699477873,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
704,False,"{'a': 0.6, 'e': 0.7622592046778476}",25,0,-110.8193070557163,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
705,False,"{'a': 0.6, 'e': 0.7616115517620617}",20,0,-227.43482248062767,"{0: 11, 1: 1, 2: 2, 3: 1, 4: 5}",0
706,False,"{'a': 0.6, 'e': 0.7609631372347876}",20,0,-24.33520470125792,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
707,False,"{'a': 0.6, 'e': 0.7603139617444397}",25,0,-73.67347100691066,"{0: 17, 1: 5, 2: 1, 3: 1, 4: 1}",0
708,False,"{'a': 0.6, 'e': 0.7596640259401933}",20,0,-30.838504953220756,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
709,False,"{'a': 0.6, 'e': 0.7590133304719844}",25,0,-82.96247456923739,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
710,False,"{'a': 0.6, 'e': 0.7583618759905082}",25,0,-110.53372934024384,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 3}",0
711,False,"{'a': 0.6, 'e': 0.7577096631472192}",20,0,-113.18736485903064,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
712,False,"{'a': 0.6, 'e': 0.7570566925943303}",30,0,-126.05657854767217,"{0: 20, 1: 2, 2: 4, 3: 3, 4: 1}",0
713,False,"{'a': 0.6, 'e': 0.7564029649848117}",25,15,-19.677372427365842,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
714,False,"{'a': 0.6, 'e': 0.7557484809723913}",25,0,-153.1482176941837,"{0: 14, 1: 1, 2: 7, 3: 1, 4: 2}",0
715,False,"{'a': 0.6, 'e': 0.7550932412115529}",30,0,-64.36207494287765,"{0: 21, 1: 1, 2: 8, 3: 0, 4: 0}",0
716,False,"{'a': 0.6, 'e': 0.7544372463575362}",20,0,-44.88441412470516,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
717,False,"{'a': 0.6, 'e': 0.753780497066336}",20,0,-74.40856898566656,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
718,False,"{'a': 0.6, 'e': 0.7531229939947015}",25,0,-68.675653169062,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 2}",0
719,False,"{'a': 0.6, 'e': 0.7524647378001358}",20,0,-2.1852245236162378,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
720,False,"{'a': 0.6, 'e': 0.7518057291408949}",20,0,-120.84868242075068,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",1
721,False,"{'a': 0.6, 'e': 0.7511459686759877}",25,16,-16.95590384187413,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 0}",1
722,False,"{'a': 0.6, 'e': 0.7504854570651743}",20,0,-120.102143869659,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
723,False,"{'a': 0.6, 'e': 0.7498241949689665}",20,0,-61.49875157929435,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
724,False,"{'a': 0.6, 'e': 0.7491621830486261}",25,0,-54.19027199788164,"{0: 19, 1: 0, 2: 4, 3: 2, 4: 0}",0
725,False,"{'a': 0.6, 'e': 0.7484994219661651}",20,0,-4.4531494669804985,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
726,False,"{'a': 0.6, 'e': 0.7478359123843445}",20,0,-83.20163575505907,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
727,False,"{'a': 0.6, 'e': 0.7471716549666739}",30,0,-54.74845218012361,"{0: 21, 1: 4, 2: 4, 3: 1, 4: 0}",0
728,False,"{'a': 0.6, 'e': 0.7465066503774105}",20,0,-5.372340618001518,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
729,False,"{'a': 0.6, 'e': 0.745840899281559}",25,1,-164.29940679441188,"{0: 14, 1: 3, 2: 3, 3: 1, 4: 3}",1
730,False,"{'a': 0.6, 'e': 0.7451744023448704}",25,0,-66.91023184307217,"{0: 17, 1: 4, 2: 3, 3: 0, 4: 1}",0
731,False,"{'a': 0.6, 'e': 0.7445071602338416}",20,0,10.0544068764495,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
732,False,"{'a': 0.6, 'e': 0.7438391736157144}",25,13,-28.362757253284798,"{0: 8, 1: 1, 2: 2, 3: 1, 4: 0}",1
733,False,"{'a': 0.6, 'e': 0.7431704431584757}",30,0,-96.39638214668466,"{0: 22, 1: 2, 2: 4, 3: 0, 4: 2}",0
